adrass,date,squre,price for meter,num of rooms,flor,year build,Day,Month,Year,total price
התזמורת 34,14.4.2016,75,21600,3.0,2,1974,14,4,2016,1620000.0
התזמורת 40,10.4.2016,90,23333,4.5,8,2003,10,4,2016,2099970.0
התזמורת 48,7.4.2016,116,17456,5.0,1,1998,7,4,2016,2024896.0
החליל 2,31.3.2016,70,19171,3.0,2,2000,31,3,2016,1341970.0
התזמורת 34,28.3.2016,92,18478,4.0,9,1997,28,3,2016,1699976.0
התזמורת 10,13.3.2016,69,22826,3.0,1,2011,13,3,2016,1574994.0
העוגב 8,10.3.2016,93,18817,4.0,4,1998,10,3,2016,1749981.0
הפסנתר 1,9.3.2016,64,24218,3.0,2,1990,9,3,2016,1549952.0
העוגב 10,9.3.2016,75,20266,3.0,3,1995,9,3,2016,1519950.0
הפסנתר 4,9.3.2016,139,15827,5.0,6,2000,9,3,2016,2199953.0
הזהרון 1,29.2.2016,101,17326,4.0,4,1997,29,2,2016,1749926.0
התזמורת 32,28.2.2016,72,20555,4.0,2,1996,28,2,2016,1479960.0
הפסנתר 4,28.2.2016,63,23333,3.0,1,2000,28,2,2016,1469979.0
התזמורת 2,23.2.2016,74,21351,3.0,3,1948,23,2,2016,1579974.0
החליל 6,16.2.2016,67,20522,4.0,2,1996,16,2,2016,1374974.0
החליל 20,16.2.2016,65,23846,4.0,1,1999,16,2,2016,1549990.0
המפוחית 6,9.2.2016,102,21470,4.0,1,1996,9,2,2016,2189940.0
התזמורת 10,27.1.2016,70,19642,3.0,2,1996,27,1,2016,1374940.0
הגיתית 3,27.1.2016,67,23432,3.0,3,1996,27,1,2016,1569944.0
הגיתית 3,18.1.2016,67,21791,3.0,7,1990,18,1,2016,1459997.0
החליל 16,14.1.2016,84,17857,4.0,1,1998,14,1,2016,1499988.0
הכינור 6,6.1.2016,89,19662,4.0,4,2007,6,1,2016,1749918.0
התזמורת 26,6.1.2016,71,23450,3.0,6,1998,6,1,2016,1664950.0
התוף 9,1.1.2016,44,30113,2.5,8,2000,1,1,2016,1324972.0
התזמורת 1,31.12.2015,94,19468,4.0,2,1998,31,12,2015,1829992.0
הפסנתר 9,28.12.2015,94,20212,4.0,4,1948,28,12,2015,1899928.0
הגיתית 4,27.12.2015,85,19529,4.0,5,2000,27,12,2015,1659965.0
התזמורת 18,25.12.2015,102,17058,4.0,4,1997,25,12,2015,1739916.0
החליל 30,16.12.2015,67,22910,4.0,1,1992,16,12,2015,1534970.0
העוגב 8,16.12.2015,93,17634,4.0,3,1997,16,12,2015,1639962.0
התזמורת 48,9.12.2015,100,17500,4.0,4,1998,9,12,2015,1750000.0
התזמורת 4,6.12.2015,83,20481,4.0,11,2000,6,12,2015,1699923.0
העוגב 8,1.12.2015,103,17621,4.0,5,1998,1,12,2015,1814963.0
הקלרנית 8,29.11.2015,91,19780,4.0,1,1998,29,11,2015,1799980.0
התוף 5,29.11.2015,44,30454,2.5,9,2000,29,11,2015,1339976.0
התזמורת 52,23.11.2015,104,17307,4.0,5,2000,23,11,2015,1799928.0
הגיתית 5,22.11.2015,85,18823,3.5,1,1995,22,11,2015,1599955.0
התזמורת 26,19.11.2015,85,20152,4.0,2,1998,19,11,2015,1712920.0
הגיתית 8,18.11.2015,67,22388,3.0,5,1990,18,11,2015,1499996.0
המפוחית 9,13.11.2015,87,15632,3.5,1,1997,13,11,2015,1359984.0
התזמורת 40,8.11.2015,90,19255,4.5,4,2007,8,11,2015,1732950.0
התזמורת 4,2.11.2015,69,21884,3.0,10,1995,2,11,2015,1509996.0
התוף 5,29.10.2015,44,31136,3.0,4,2000,29,10,2015,1369984.0
הכינור 4,27.10.2015,101,17326,4.5,3,1998,27,10,2015,1749926.0
הקלרנית 3,25.10.2015,120,18541,5.0,7,1997,25,10,2015,2224920.0
הגיתית 9,22.10.2015,92,18913,4.0,4,2006,22,10,2015,1739996.0
התוף 9,22.10.2015,44,31704,2.5,10,2002,22,10,2015,1394976.0
קלרינט 3,22.10.2015,80,18750,4.0,4,1996,22,10,2015,1500000.0
התזמורת 10,19.10.2015,82,20731,4.0,5,1998,19,10,2015,1699942.0
התזמורת 20,6.9.2015,101,18316,4.0,6,2014,6,9,2015,1849916.0
הכינור 9,27.8.2015,70,20714,3.0,3,2012,27,8,2015,1449980.0
החליל 32,25.8.2015,67,22723,4.0,2,2008,25,8,2015,1522441.0
החליל 10,19.8.2015,46,27173,2.0,0,1998,19,8,2015,1249958.0
הקלרנית 4,17.8.2015,96,17552,4.0,5,1997,17,8,2015,1684992.0
התזמורת 58,10.8.2015,117,14615,5.0,1,1997,10,8,2015,1709955.0
האורגן 6,3.8.2015,92,17934,4.0,1,1997,3,8,2015,1649928.0
החליל 26,3.8.2015,80,24937,4.0,1,1999,3,8,2015,1994960.0
המפוחית 7,30.7.2015,85,17882,3.5,1,1999,30,7,2015,1519970.0
המפוחית 4,23.7.2015,69,20579,3.0,1,1997,23,7,2015,1419951.0
התזמורת 18,15.7.2015,101,17188,4.0,4,1997,15,7,2015,1735988.0
התזמורת 6,10.7.2015,87,19827,4.0,8,2009,10,7,2015,1724949.0
המפוחית 7,23.6.2015,106,15943,4.0,4,2000,23,6,2015,1689958.0
קלרינט 8,23.6.2015,90,23000,4.5,1,1990,23,6,2015,2070000.0
התוף 7,22.6.2015,44,29772,2.5,3,2000,22,6,2015,1309968.0
התוף 5,21.6.2015,44,29545,2.5,4,2001,21,6,2015,1299980.0
התזמורת 38,21.6.2015,90,19666,3.5,9,1997,21,6,2015,1769940.0
המפוחית 4,16.6.2015,75,18533,3.0,3,1997,16,6,2015,1389975.0
המפוחית 7,16.6.2015,118,20720,5.0,5,1996,16,6,2015,2444960.0
הגיתית 7,15.6.2015,92,18152,4.0,3,1998,15,6,2015,1669984.0
התזמורת 8,11.6.2015,69,20289,3.0,4,2001,11,6,2015,1399941.0
התזמורת 36,11.6.2015,90,18722,4.5,7,1888,11,6,2015,1684980.0
העוגב 7,7.6.2015,75,20066,3.0,3,2000,7,6,2015,1504950.0
התזמורת 30,7.6.2015,127,19527,5.0,6,1998,7,6,2015,2479929.0
האורגן 3,4.6.2015,100,17200,4.0,3,1996,4,6,2015,1720000.0
הגיתית 2,3.6.2015,67,20597,3.0,5,1997,3,6,2015,1379999.0
הפסנתר 3,31.5.2015,75,18133,3.0,1,2004,31,5,2015,1359975.0
החליל 2,26.5.2015,69,19927,3.0,2,2000,26,5,2015,1374963.0
המפוחית 7,17.5.2015,71,20140,3.0,1,1996,17,5,2015,1429940.0
התזמורת 36,5.5.2015,110,16590,4.5,6,1997,5,5,2015,1824900.0
הפסנתר 10,30.4.2015,100,17600,4.0,7,1992,30,4,2015,1760000.0
המפוחית 12,29.4.2015,71,21267,3.0,1,2000,29,4,2015,1509957.0
התוף 7,28.4.2015,44,27954,2.5,1,2003,28,4,2015,1229976.0
התזמורת 8,28.4.2015,83,18072,4.0,5,2002,28,4,2015,1499976.0
המפוחית 4,26.4.2015,82,19634,3.5,5,2000,26,4,2015,1609988.0
האורגן 9,24.4.2015,93,17956,4.0,4,1998,24,4,2015,1669908.0
הגיתית 12,21.4.2015,106,23584,5.0,7,2000,21,4,2015,2499904.0
התזמורת 40,15.4.2015,124,20564,5.5,12,1996,15,4,2015,2549936.0
החליל 20,14.4.2015,87,15517,4.0,3,1998,14,4,2015,1349979.0
הגיתית 5,7.4.2015,92,17989,4.0,2,1998,7,4,2015,1654988.0
הגיתית 5,2.4.2015,92,17717,4.0,3,2001,2,4,2015,1629964.0
המפוחית 12,2.4.2015,122,17622,4.5,0,1995,2,4,2015,2149884.0
התזמורת 8,31.3.2015,83,19638,4.0,1,1997,31,3,2015,1629954.0
התוף 9,31.3.2015,44,28636,3.0,1,2003,31,3,2015,1259984.0
האורגן 17,27.3.2015,62,21451,3.0,4,1996,27,3,2015,1329962.0
החליל 32,24.3.2015,67,22985,4.0,1,2005,24,3,2015,1539995.0
התזמורת 26,20.3.2015,85,20152,4.0,4,1998,20,3,2015,1712920.0
הכינור 6,18.3.2015,97,16249,4.0,1,1997,18,3,2015,1576153.0
המפוחית 4,16.3.2015,82,19024,3.5,3,2000,16,3,2015,1559968.0
הפסנתר 1,15.3.2015,64,23906,3.0,2,1997,15,3,2015,1529984.0
התזמורת 34,10.3.2015,90,20277,4.5,7,1996,10,3,2015,1824930.0
העוגב 6,10.3.2015,75,18000,3.0,1,1990,10,3,2015,1350000.0
הקלרנית 1,9.3.2015,80,19937,4.0,2,1998,9,3,2015,1594960.0
התזמורת 40,6.3.2015,137,18540,5.5,12,1998,6,3,2015,2539980.0
התזמורת 34,5.3.2015,124,17822,5.0,12,1997,5,3,2015,2209928.0
הכינור 8,3.3.2015,91,18241,4.0,3,1997,3,3,2015,1659931.0
התזמורת 50,1.3.2015,75,18466,3.0,2,1997,1,3,2015,1384950.0
הכינור 5,26.2.2015,90,17000,4.0,1,2000,26,2,2015,1530000.0
התוף 7,23.2.2015,44,26704,2.5,9,2000,23,2,2015,1174976.0
התזמורת 22,23.2.2015,101,22425,4.0,6,1998,23,2,2015,2264925.0
הגיתית 10,22.2.2015,85,17435,3.5,1,2000,22,2,2015,1481975.0
התזמורת 48,15.2.2015,99,17474,4.0,4,2006,15,2,2015,1729926.0
התוף 7,5.2.2015,44,27272,3.0,6,2000,5,2,2015,1199968.0
הפסנתר 3,2.2.2015,67,21194,3.0,2,2000,2,2,2015,1419998.0
המפוחית 4,20.1.2015,102,19117,5.0,0,1997,20,1,2015,1949934.0
החליל 26,20.1.2015,88,16590,4.0,1,1997,20,1,2015,1459920.0
התזמורת 46,18.1.2015,97,18556,4.0,6,2008,18,1,2015,1799932.0
החליל 2,15.1.2015,67,20447,4.0,1,1998,15,1,2015,1369949.0
החליל 7,11.1.2015,74,19729,3.0,0,2001,11,1,2015,1459946.0
התוף 7,4.1.2015,44,27500,2.5,3,2006,4,1,2015,1210000.0
העוגב 9,31.12.2014,119,16386,5.0,4,2000,31,12,2014,1949934.0
העוגב 5,31.12.2014,94,17978,4.0,3,1996,31,12,2014,1689932.0
הכינור 5,30.12.2014,94,17659,4.0,4,1998,30,12,2014,1659946.0
החליל 26,24.12.2014,69,18695,3.0,2,1998,24,12,2014,1289955.0
האורגן 7,18.12.2014,93,17634,4.0,3,2000,18,12,2014,1639962.0
המפוחית 72,18.12.2014,150,15100,5.0,6,1998,18,12,2014,2265000.0
האורגן 9,16.12.2014,142,18309,5.0,6,1997,16,12,2014,2599878.0
הגיתית 9,11.12.2014,67,20000,3.0,2,1999,11,12,2014,1340000.0
האורגן 11,10.12.2014,93,17311,4.0,2,1990,10,12,2014,1609923.0
הפסנתר 11,10.12.2014,94,17606,4.0,3,1996,10,12,2014,1654964.0
הגיתית 9,9.12.2014,67,19552,3.0,3,1998,9,12,2014,1309984.0
התוף 9,9.12.2014,70,17217,2.5,3,1800,9,12,2014,1205190.0
העוגב 8,8.12.2014,102,16176,4.0,2,1996,8,12,2014,1649952.0
הפסנתר 6,8.12.2014,78,19294,4.0,5,1990,8,12,2014,1504932.0
התזמורת 52,8.12.2014,97,14432,4.0,2,1999,8,12,2014,1399904.0
האורגן 6,8.12.2014,119,15126,5.0,1,1998,8,12,2014,1799994.0
הכינור 5,7.12.2014,102,13725,4.0,1,1997,7,12,2014,1399950.0
המפוחית 9,3.12.2014,71,18239,3.0,3,2009,3,12,2014,1294969.0
החליל 22,2.12.2014,70,19714,4.0,2,1994,2,12,2014,1379980.0
המפוחית 12,24.11.2014,85,17529,4.0,4,2000,24,11,2014,1489965.0
המפוחית 10,20.11.2014,85,18382,3.5,1,1999,20,11,2014,1562470.0
הכינור 8,20.11.2014,109,16055,5.0,4,1997,20,11,2014,1749995.0
התזמורת 14,19.11.2014,103,16262,5.0,2,1998,19,11,2014,1674986.0
המפוחית 12,16.11.2014,90,16444,3.5,1,1997,16,11,2014,1479960.0
1 ,9.11.2014,101,16732,4.0,3,1990,9,11,2014,1689932.0
החליל 24,5.11.2014,102,15000,5.0,1,1997,5,11,2014,1530000.0
הפסנתר 9,5.11.2014,63,20793,3.0,4,2000,5,11,2014,1309959.0
התזמורת 40,3.11.2014,98,18724,4.5,7,1997,3,11,2014,1834952.0
הכינור 2,2.11.2014,111,16576,5.0,1,1997,2,11,2014,1839936.0
הכינור 6,26.10.2014,145,13793,4.0,0,1995,26,10,2014,1999985.0
העוגב 4,22.10.2014,93,17526,4.0,5,1997,22,10,2014,1629918.0
הגיתית 10,21.10.2014,85,17411,3.5,2,2001,21,10,2014,1479935.0
התזמורת 36,21.10.2014,91,19011,4.5,6,1998,21,10,2014,1730001.0
החליל 7,6.10.2014,70,18571,3.0,2,1998,6,10,2014,1299970.0
המפוחית 10,5.10.2014,122,18032,4.5,0,1998,5,10,2014,2199904.0
התזמורת 32,30.9.2014,91,19890,4.5,10,2000,30,9,2014,1809990.0
החליל 30,30.9.2014,67,19104,3.0,1,1997,30,9,2014,1279968.0
הכינור 8,29.9.2014,113,14867,5.0,2,1996,29,9,2014,1679971.0
התזמורת 54,21.9.2014,103,14563,4.0,1,1997,21,9,2014,1499989.0
המפוחית 9,18.9.2014,87,17241,3.5,2,1998,18,9,2014,1499967.0
הגיתית 9,14.9.2014,92,17228,3.0,3,1999,14,9,2014,1584976.0
הקלרנית 3,14.9.2014,108,20370,5.0,0,1998,14,9,2014,2199960.0
הגיתית 12,10.9.2014,92,17826,4.0,4,1999,10,9,2014,1639992.0
הפסנתר 9,10.9.2014,94,14574,4.0,6,1998,10,9,2014,1369956.0
התזמורת 16,7.9.2014,101,17326,5.0,2,1997,7,9,2014,1749926.0
החליל 5,2.9.2014,100,16900,4.0,1,1996,2,9,2014,1690000.0
התזמורת 24,2.9.2014,109,16513,5.0,4,1990,2,9,2014,1799917.0
קלרנית 2,2.9.2014,97,17010,4.0,4,1998,2,9,2014,1649970.0
המפוחית 9,1.9.2014,106,14952,4.0,1,1970,1,9,2014,1584912.0
החליל 4,22.8.2014,67,19850,3.0,2,1975,22,8,2014,1329950.0
קלרינט 7,19.8.2014,113,16106,5.0,5,1995,19,8,2014,1819978.0
התזמורת 6,18.8.2014,69,19347,3.0,6,1999,18,8,2014,1334943.0
התזמורת 48,11.8.2014,74,17567,3.5,2,2000,11,8,2014,1299958.0
הכינור 7,25.7.2014,76,17105,3.0,3,1998,25,7,2014,1299980.0
התזמורת 2,23.7.2014,83,19518,4.0,4,1997,23,7,2014,1619994.0
הגיתית 5,13.7.2014,85,15294,3.5,3,1998,13,7,2014,1299990.0
העוגב 5,30.6.2014,75,17400,3.0,2,1996,30,6,2014,1305000.0
הגיתית 2,19.6.2014,85,17058,3.5,1,1991,19,6,2014,1449930.0
הגיתית 6,2.6.2014,92,17934,4.0,5,2005,2,6,2014,1649928.0
התזמורת 14,30.5.2014,70,19142,3.0,5,2001,30,5,2014,1339940.0
הגיתית 10,26.5.2014,85,17647,3.5,4,1998,26,5,2014,1499995.0
הגיתית 3,19.5.2014,74,18040,3.0,5,1994,19,5,2014,1334960.0
הקלרנית 11,12.5.2014,100,16200,4.0,4,1990,12,5,2014,1620000.0
האורגן 1,8.5.2014,93,15053,4.0,3,1996,8,5,2014,1399929.0
החליל 26,8.5.2014,70,18308,3.0,2,1998,8,5,2014,1281560.0
הפסנתר 8,7.5.2014,124,17741,5.0,0,1995,7,5,2014,2199884.0
הפסנתר 11,1.5.2014,90,14722,4.0,6,1998,1,5,2014,1324980.0
התזמורת 14,24.4.2014,100,15700,4.0,5,1970,24,4,2014,1570000.0
האורגן 11,24.4.2014,98,15816,4.0,4,1996,24,4,2014,1549968.0
התזמורת 24,13.4.2014,109,15366,4.0,4,1997,13,4,2014,1674894.0
התזמורת 28,13.4.2014,109,15963,5.0,2,1998,13,4,2014,1739967.0
החליל 30,11.4.2014,70,19428,3.0,1,1997,11,4,2014,1359960.0
המפוחית 3,8.4.2014,68,19485,3.0,4,1998,8,4,2014,1324980.0
קלרינט 1,7.4.2014,64,20312,3.0,6,1970,7,4,2014,1299968.0
הקלרנית 6,6.4.2014,77,12987,4.0,2,1996,6,4,2014,999999.0
התזמורת 16,3.4.2014,88,17818,4.0,5,1997,3,4,2014,1567984.0
הפסנתר 10,2.4.2014,63,21190,3.0,3,1970,2,4,2014,1334970.0
קלרינט 11,30.3.2014,86,18197,4.0,7,1800,30,3,2014,1564942.0
התוף 5,28.3.2014,44,26590,2.5,2,1999,28,3,2014,1169960.0
האורגן 5,26.3.2014,67,21343,3.0,3,2000,26,3,2014,1429981.0
התזמורת 48,19.3.2014,100,16400,4.0,3,1997,19,3,2014,1640000.0
התזמורת 12,16.3.2014,89,17415,4.0,4,1997,16,3,2014,1549935.0
האורגן 4,13.3.2014,92,17663,4.0,6,1997,13,3,2014,1624996.0
המפוחית 3,10.3.2014,82,17121,4.0,2,1997,10,3,2014,1403922.0
המפוחית 6,10.3.2014,83,17349,3.5,4,1988,10,3,2014,1439967.0
האורגן 1,7.3.2014,92,17934,5.0,1,1998,7,3,2014,1649928.0
המפוחית 7,5.3.2014,89,16348,3.5,4,2011,5,3,2014,1454972.0
הקלרנית 7,4.3.2014,113,15221,5.0,3,1995,4,3,2014,1719973.0
הגיתית 19,4.3.2014,85,17647,3.5,6,2000,4,3,2014,1499995.0
הגיתית 10,3.3.2014,85,10823,3.5,3,1999,3,3,2014,919955.0
המפוחית 8,25.2.2014,104,15673,4.0,3,1998,25,2,2014,1629992.0
הגיתית 3,24.2.2014,92,17391,4.0,1,1998,24,2,2014,1599972.0
התזמורת 46,21.2.2014,97,15876,4.0,2,1997,21,2,2014,1539972.0
המפוחית 2,20.2.2014,100,14600,4.0,5,1999,20,2,2014,1460000.0
הגיתית 10,18.2.2014,67,19402,3.0,2,1997,18,2,2014,1299934.0
הגיתית 10,17.2.2014,99,16060,4.0,4,1997,17,2,2014,1589940.0
התזמורת 38,17.2.2014,92,19728,4.5,9,2000,17,2,2014,1814976.0
האורגן 1,16.2.2014,72,16805,3.0,4,1995,16,2,2014,1209960.0
האורגן 5,11.2.2014,84,18273,4.0,2,1997,11,2,2014,1534932.0
התזמורת 20,11.2.2014,101,17128,4.0,6,2000,11,2,2014,1729928.0
הגיתית 3,10.2.2014,67,19776,3.0,1,1990,10,2,2014,1324992.0
החליל 14,2.2.2014,84,18809,4.0,3,1997,2,2,2014,1579956.0
הגיתית 92,2.2.2014,67,19850,3.0,3,1997,2,2,2014,1329950.0
הקלרנית 1,30.1.2014,64,20156,3.0,3,1997,30,1,2014,1289984.0
התוף 9,28.1.2014,44,27500,2.5,6,1998,28,1,2014,1210000.0
החליל 6,27.1.2014,70,19714,3.0,0,1995,27,1,2014,1379980.0
קלרנית 2,27.1.2014,96,17083,4.0,3,1999,27,1,2014,1639968.0
הגיתית 12,26.1.2014,67,19402,3.0,5,1990,26,1,2014,1299934.0
התזמורת 2,20.1.2014,100,14700,4.0,2,1992,20,1,2014,1470000.0
החליל 22,16.1.2014,88,17386,4.0,2,1995,16,1,2014,1529968.0
המפוחית 5,7.1.2014,124,17903,5.0,6,1997,7,1,2014,2219972.0
התזמורת 34,6.1.2014,89,19044,4.5,4,1998,6,1,2014,1694916.0
הפסנתר 10,1.1.2014,94,16170,4.0,3,1996,1,1,2014,1519980.0
התזמורת 2,27.12.2013,83,19879,4.0,3,1997,27,12,2013,1649957.0
החליל 5,26.12.2013,67,19029,3.0,2,1998,26,12,2013,1274943.0
המפוחית 6,26.12.2013,82,16463,3.5,5,1997,26,12,2013,1349966.0
התזמורת 44,24.12.2013,124,18951,5.0,6,1995,24,12,2013,2349924.0
הפסנתר 4,23.12.2013,108,17731,5.0,0,1999,23,12,2013,1914948.0
העוגן 7,17.12.2013,96,16510,4.0,4,1990,17,12,2013,1584960.0
התזמורת 44,16.12.2013,97,15463,4.0,2,1980,16,12,2013,1499911.0
הגיתית 4,11.12.2013,92,17282,4.0,3,1999,11,12,2013,1589944.0
התזמורת 40,9.12.2013,93,17741,5.0,5,1997,9,12,2013,1649913.0
האורגן 5,8.12.2013,63,20952,3.0,4,2000,8,12,2013,1319976.0
הפסנתר 8,8.12.2013,108,13888,5.0,5,1998,8,12,2013,1499904.0
הקלרנית 5,4.12.2013,96,15625,4.0,1,1997,4,12,2013,1500000.0
התזמורת 50,28.11.2013,74,17837,3.0,1,1998,28,11,2013,1319938.0
המפוחית 7,28.11.2013,76,17105,3.0,4,1990,28,11,2013,1299980.0
המפוחית 3,27.11.2013,102,21470,4.0,1,1995,27,11,2013,2189940.0
התזמורת 40,25.11.2013,123,19837,5.5,12,1999,25,11,2013,2439951.0
הגיתית 12,21.11.2013,103,20825,5.0,0,1998,21,11,2013,2144975.0
הגיתית 3,17.11.2013,92,16521,4.0,2,1998,17,11,2013,1519932.0
הפסנתר 1,13.11.2013,97,17268,4.0,5,1997,13,11,2013,1674996.0
האורגן 7,12.11.2013,84,17261,4.0,2,1997,12,11,2013,1449924.0
הפסנתר 1,8.11.2013,98,15969,4.0,5,2007,8,11,2013,1564962.0
החליל 24,7.11.2013,84,16666,4.0,1,2003,7,11,2013,1399944.0
הכינור 5,31.10.2013,111,14864,3.0,4,1996,31,10,2013,1649904.0
התוף 7,30.10.2013,44,27272,2.5,10,2000,30,10,2013,1199968.0
המפוחית 7,30.10.2013,106,15094,4.0,1,1998,30,10,2013,1599964.0
התזמורת 6,28.10.2013,82,18475,4.0,9,1997,28,10,2013,1514950.0
התוף 7,28.10.2013,44,24659,2.5,4,1997,28,10,2013,1084996.0
הקלרנית 8,25.10.2013,92,16576,4.0,1,1999,25,10,2013,1524992.0
הקלרנית 11,20.10.2013,86,18313,4.0,0,1999,20,10,2013,1574918.0
הכינור 5,17.10.2013,80,18750,4.0,2,1995,17,10,2013,1500000.0
הפסנתר 5,15.10.2013,91,15714,4.0,6,2000,15,10,2013,1429974.0
הפסנתר 6,11.10.2013,63,20000,3.0,4,1995,11,10,2013,1260000.0
התוף 7,7.10.2013,44,25909,2.5,2,2001,7,10,2013,1139996.0
הכינור 2,7.10.2013,105,15714,5.0,4,1997,7,10,2013,1649970.0
החליל 24,3.10.2013,65,19046,3.0,0,1997,3,10,2013,1237990.0
התוף 5,1.10.2013,44,25909,2.5,4,1800,1,10,2013,1139996.0
התזמורת 24,1.10.2013,85,17647,4.0,2,1888,1,10,2013,1499995.0
קלרנית 2,27.9.2013,112,16071,5.0,4,1999,27,9,2013,1799952.0
התזמורת 32,24.9.2013,100,17100,4.5,3,1800,24,9,2013,1710000.0
החליל 22,10.9.2013,46,24065,2.0,0,2006,10,9,2013,1106990.0
העוגב 9,27.8.2013,96,15572,4.0,2,1998,27,8,2013,1494912.0
האורגן 8,21.8.2013,66,19545,3.0,1,1997,21,8,2013,1289970.0
התוף 5,20.8.2013,44,25681,2.5,7,2001,20,8,2013,1129964.0
שער הים - ראשון לציון,20.8.2013,100,24000,4.0,16,2009,20,8,2013,2400000.0
הפסנתר 6,19.8.2013,74,17972,4.0,6,1998,19,8,2013,1329928.0
התזמורת 54,31.7.2013,65,19538,3.0,4,2001,31,7,2013,1269970.0
החליל 8,28.7.2013,50,20400,2.0,3,1992,28,7,2013,1020000.0
הפסנתר 5,25.7.2013,105,14028,4.0,3,1996,25,7,2013,1472940.0
העוגב 10,25.7.2013,75,16666,3.0,1,2000,25,7,2013,1249950.0
התזמורת 12,25.7.2013,105,16476,5.0,2,2001,25,7,2013,1729980.0
האורגן 5,24.7.2013,93,16720,4.0,1,2004,24,7,2013,1554960.0
האורגן 1,23.7.2013,107,15607,5.0,5,1997,23,7,2013,1669949.0
התזמורת 42,22.7.2013,63,20539,3.0,1,1997,22,7,2013,1293957.0
התזמורת 24,22.7.2013,94,17393,4.0,4,1999,22,7,2013,1634942.0
הגיתית 2,19.7.2013,85,16470,3.5,2,1998,19,7,2013,1399950.0
הגיתית 6,17.7.2013,92,16576,4.0,2,2000,17,7,2013,1524992.0
הכינור 2,17.7.2013,105,15714,5.0,4,1998,17,7,2013,1649970.0
התזמורת 38,11.7.2013,90,18277,4.5,9,1997,11,7,2013,1644930.0
התזמורת 24,7.7.2013,94,16170,4.0,1,1999,7,7,2013,1519980.0
התזמורת 4,4.7.2013,83,18054,4.0,10,2004,4,7,2013,1498482.0
המפוחית 5,28.6.2013,82,17439,3.5,5,1995,28,6,2013,1429998.0
האורגן 1,24.6.2013,84,17440,4.0,2,1990,24,6,2013,1464960.0
הכינור 7,20.6.2013,95,16000,4.0,1,2006,20,6,2013,1520000.0
הגיתית 10,20.6.2013,67,18358,3.0,1,1998,20,6,2013,1229986.0
הקלרנית 1,18.6.2013,64,18750,4.0,1,1996,18,6,2013,1200000.0
האורגן 9,10.6.2013,67,18955,3.0,0,1997,10,6,2013,1269985.0
התזמורת 4,5.6.2013,83,18132,4.0,7,1997,5,6,2013,1504956.0
החליל 3,5.6.2013,74,15540,3.0,2,1994,5,6,2013,1149960.0
התזמורת 18,4.6.2013,98,15612,4.5,1,1996,4,6,2013,1529976.0
הכינור 3,29.5.2013,66,17909,3.0,2,1975,29,5,2013,1181994.0
התזמורת 12,29.5.2013,70,18357,3.0,5,1998,29,5,2013,1284990.0
העוגב 5,28.5.2013,96,16093,4.0,5,2000,28,5,2013,1544928.0
המפוחית 6,27.5.2013,104,14038,4.0,1,2000,27,5,2013,1459952.0
המפוחית 2,26.5.2013,100,13300,4.0,5,1997,26,5,2013,1330000.0
התזמורת 10,23.5.2013,69,18333,3.0,3,2003,23,5,2013,1264977.0
המפוחית 12,21.5.2013,85,16294,3.5,4,1997,21,5,2013,1384990.0
הקלרנית 8,13.5.2013,74,18716,3.5,4,1990,13,5,2013,1384984.0
הגיתית 3,9.5.2013,111,19819,5.0,0,1800,9,5,2013,2199909.0
הפסנתר 5,8.5.2013,64,20312,3.0,2,1998,8,5,2013,1299968.0
קלרינט 6,5.5.2013,97,16958,4.0,4,1997,5,5,2013,1644926.0
הגיתית 8,2.5.2013,85,16882,3.5,4,1997,2,5,2013,1434970.0
הכינור 8,2.5.2013,105,15142,5.0,1,1998,2,5,2013,1589910.0
1 ,1.5.2013,92,16902,4.0,1,1998,1,5,2013,1554984.0
המפוחית 10,30.4.2013,83,16204,3.5,1,1999,30,4,2013,1344932.0
הגיתית 2,29.4.2013,106,20283,5.0,6,1998,29,4,2013,2149998.0
הפסנתר 10,24.4.2013,107,15887,5.0,1,1997,24,4,2013,1699909.0
התוף 7,23.4.2013,44,26818,2.5,8,2000,23,4,2013,1179992.0
העוגב 4,19.4.2013,103,14563,4.0,0,1999,19,4,2013,1499989.0
הגיתית 14,17.4.2013,67,19104,3.0,4,2000,17,4,2013,1279968.0
הגיתית 9,15.4.2013,92,17173,4.0,5,1998,15,4,2013,1579916.0
הגיתית 14,11.4.2013,85,16352,3.5,3,2000,11,4,2013,1389920.0
הכינור 8,9.4.2013,90,16777,4.0,4,1997,9,4,2013,1509930.0
המפוחית 6,3.4.2013,104,14423,4.0,3,1999,3,4,2013,1499992.0
הגיתית 10,24.3.2013,92,15978,4.0,1,1988,24,3,2013,1469976.0
התוף 5,24.3.2013,49,22673,2.5,3,2001,24,3,2013,1110977.0
התזמורת 42,21.3.2013,118,15423,5.0,4,1997,21,3,2013,1819914.0
התזמורת 24,12.3.2013,141,17375,6.0,6,1999,12,3,2013,2449875.0
התזמורת 18,10.3.2013,112,18303,4.0,7,1999,10,3,2013,2049936.0
המפוחית 6,6.3.2013,82,16768,3.5,3,1996,6,3,2013,1374976.0
התזמורת 36,4.3.2013,113,15486,4.0,11,1998,4,3,2013,1749918.0
התוף 7,3.3.2013,44,25000,2.5,3,1999,3,3,2013,1100000.0
האורגן 1,27.2.2013,92,16195,4.0,0,1996,27,2,2013,1489940.0
הגיתית 10,24.2.2013,85,16235,3.5,2,1999,24,2,2013,1379975.0
